Name,Team,Position,Status,Age,OriginalSalary,AdjustedSalary,AuctionSalary,W,QS,ERA,G,SV,HLD,SVH,IP,SO,K/9,BB/9,PitchingTeamid
Randy Rodriguez,SF,SP,FA,25,,,,,,,,,,,,,,,
Jacob Webb,TEX,RP,FA,31,,,,,,,,,,,,,,,
Austin Voth,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Koyo Aoyagi,PHI,SP,FA,31,,,,,,,,,,,,,,,
Kenta Maeda,DET,SP,FA,36,,,,,,,,,,,,,,,
Shelby Miller,ARI,RP,FA,34,,,,,,,,,,,,,,,
Ian Seymour,TB,SP,FA,26,,,,,,,,,,,,,,,
Kyle Muller,(N/A),RP,FA,27,,,,,,,,,,,,,,,
John Brebbia,DET,RP,FA,34,,,,,,,,,,,,,,,
Patrick Sandoval,BOS,SP,FA,28,,,,,,,,,,,,,,,
James McArthur,KC,RP,FA,28,,,,,,,,,,,,,,,
Louie Varland,MIN,SP,FA,27,,,,,,,,,,,,,,,
Paul Blackburn,NYM,SP,FA,31,,,,,,,,,,,,,,,
Genesis Cabrera,NYM,RP,FA,28,,,,,,,,,,,,,,,
Justin Lawrence,PIT,RP,FA,30,,,,,,,,,,,,,,,
Carlos Carrasco,NYY,SP,FA,37,,,,,,,,,,,,,,,
Angel Zerpa,KC,SP,FA,25,,,,,,,,,,,,,,,
Emilio Pagan,CIN,RP,FA,33,,,,,,,,,,,,,,,
Dillon Tate,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Zack Kelly,BOS,RP,FA,30,,,,,,,,,,,,,,,
Zebby Matthews,MIN,SP,FA,24,,,,,,,,,,,,,,,
Sam Moll,CIN,RP,FA,33,,,,,,,,,,,,,,,
Slade Cecconi,CLE,P,FA,25,,,,,,,,,,,,,,,
Andrew Painter,PHI,SP,MSBT,21,,,,,,,,,,,,,,,
Josh Sborz,TEX,RP,FA,31,,,,,,,,,,,,,,,
Brendon Little,TOR,RP,FA,28,,,,,,,,,,,,,,,
Tyler A. Wells,BAL,RP,FA,30,,,,,,,,,,,,,,,
Seth Martinez,SEA,RP,FA,30,,,,,,,,,,,,,,,
Gregory Santos,SEA,RP,FA,25,,,,,,,,,,,,,,,
Brennan Bernardino,BOS,RP,FA,33,,,,,,,,,,,,,,,
Evan Reifert,WSH,RP,FA,25,,,,,,,,,,,,,,,
J.P. France,HOU,SP,FA,29,,,,,,,,,,,,,,,
Carmen Mlodzinski,PIT,P,FA,26,,,,,,,,,,,,,,,
Cristian Javier,HOU,SP,FA,27,,,,,,,,,,,,,,,
Jack Kochanowicz,LAA,SP,FA,24,,,,,,,,,,,,,,,
Naoyuki Uwasawa,BOS,SP,FA,31,,,,,,,,,,,,,,,
Roddery Munoz,STL,SP,FA,24,,,,,,,,,,,,,,,
Landon Knack,LAD,SP,FA,27,,,,,,,,,,,,,,,
Wandy Peralta,SD,RP,FA,33,,,,,,,,,,,,,,,
Brock Burke,LAA,RP,FA,28,,,,,,,,,,,,,,,
Kyle Leahy,STL,P,FA,27,,,,,,,,,,,,,,,
Lucas Sims,WSH,RP,FA,30,,,,,,,,,,,,,,,
Jose Urquidy,(N/A),SP,FA,29,,,,,,,,,,,,,,,
Adrian Houser,TEX,RP,FA,32,,,,,,,,,,,,,,,
Dakota Hudson,LAA,SP,FA,30,,,,,,,,,,,,,,,
James Karinchak,CHW,RP,FA,29,,,,,,,,,,,,,,,
Jesus Tinoco,MIA,RP,FA,29,,,,,,,,,,,,,,,
Matt Moore,BOS,RP,FA,35,,,,,,,,,,,,,,,
Shawn Dubin,HOU,RP,FA,29,,,,,,,,,,,,,,,
Keaton Winn,SF,SP,FA,27,,,,,,,,,,,,,,,
Gabe Speier,SEA,RP,FA,29,,,,,,,,,,,,,,,
Steven Matz,STL,SP,FA,33,,,,,,,,,,,,,,,
Grant Wolfram,MIL,RP,FA,28,,,,,,,,,,,,,,,
Danny Coulombe,MIN,RP,FA,35,,,,,,,,,,,,,,,
Tommy Kahnle,DET,RP,FA,35,,,,,,,,,,,,,,,
Hayden Wesneski,HOU,SP,FA,27,,,,,,,,,,,,,,,
Tayler Saucedo,SEA,RP,FA,31,,,,,,,,,,,,,,,
Jose Suarez,LAA,RP,FA,27,,,,,,,,,,,,,,,
Giovanny Gallegos,LAD,RP,FA,33,,,,,,,,,,,,,,,
Tim Mayza,PIT,RP,FA,33,,,,,,,,,,,,,,,
Collin Snider,SEA,RP,FA,29,,,,,,,,,,,,,,,
Will Smith,(N/A),RP,FA,35,,,,,,,,,,,,,,,
Joe Boyle,TB,P,FA,25,,,,,,,,,,,,,,,
Daniel Young,NYM,RP,FA,30,,,,,,,,,,,,,,,
Joey Wentz,PIT,RP,FA,27,,,,,,,,,,,,,,,
Luke Jackson,TEX,RP,FA,33,,,,,,,,,,,,,,,
Jake Bird,COL,RP,FA,29,,,,,,,,,,,,,,,
Cam Booser,CHW,RP,FA,32,,,,,,,,,,,,,,,
Bobby Miller,LAD,SP,FA,25,,,,,,,,,,,,,,,
Sam Long,KC,RP,FA,29,,,,,,,,,,,,,,,
Caleb Ferguson,PIT,RP,FA,28,,,,,,,,,,,,,,,
Jake Latz,TEX,SP,FA,28,,,,,,,,,,,,,,,
Bryce Jarvis,ARI,SP,FA,27,,,,,,,,,,,,,,,
Justin Wilson,BOS,RP,FA,37,,,,,,,,,,,,,,,
Michel Otanez,ATH,RP,FA,27,,,,,,,,,,,,,,,
Joe Ross,PHI,SP,FA,31,,,,,,,,,,,,,,,
Cade Horton,CHC,SP,BLUE,23,,,,,,,,,,,,,,,
Burch Smith,PIT,RP,FA,34,,,,,,,,,,,,,,,
Zachery Pop,TOR,RP,FA,28,,,,,,,,,,,,,,,
Taijuan Walker,PHI,SP,FA,32,,,,,,,,,,,,,,,
Chase Silseth,LAA,SP,FA,24,,,,,,,,,,,,,,,
Steven Wilson,CHW,RP,FA,30,,,,,,,,,,,,,,,
Justin Topa,MIN,RP,FA,33,,,,,,,,,,,,,,,
Alex Lange,DET,RP,FA,29,,,,,,,,,,,,,,,
Angel Chivilli,COL,RP,FA,22,,,,,,,,,,,,,,,
Scott Effross,NYY,RP,FA,31,,,,,,,,,,,,,,,
Richard Lovelady,TOR,RP,FA,29,,,,,,,,,,,,,,,
Stephen Kolek,SD,P,FA,27,,,,,,,,,,,,,,,
Daniel Lynch,KC,RP,FA,28,,,,,,,,,,,,,,,
Keegan Thompson,CHC,RP,FA,29,,,,,,,,,,,,,,,
Caleb Thielbar,CHC,RP,FA,38,,,,,,,,,,,,,,,
Scott Alexander,COL,RP,FA,35,,,,,,,,,,,,,,,
Steven Okert,HOU,RP,FA,33,,,,,,,,,,,,,,,
Cooper Criswell,BOS,RP,FA,28,,,,,,,,,,,,,,,
Hunter Stratton,PIT,RP,FA,28,,,,,,,,,,,,,,,
Jose Ferrer,WSH,RP,FA,25,,,,,,,,,,,,,,,
Carson Spiers,CIN,RP,FA,27,,,,,,,,,,,,,,,
Sixto Sanchez,(N/A),SP,FA,26,,,,,,,,,,,,,,,
Ian Anderson,ATL,SP,FA,26,,,,,,,,,,,,,,,
Julian Merryweather,CHC,RP,FA,33,,,,,,,,,,,,,,,
Austin Adams,BOS,RP,FA,33,,,,,,,,,,,,,,,
Elvin Rodriguez,MIL,RP,FA,26,,,,,,,,,,,,,,,
Braxton Ashcraft,PIT,SP,FA,25,,,,,,,,,,,,,,,
J.T. Ginn,ATH,P,FA,25,,,,,,,,,,,,,,,
Logan Allen,CLE,SP,FA,26,,,,,,,,,,,,,,,
Alek Manoah,TOR,SP,FA,27,,,,,,,,,,,,,,,
Phil Bickford,CHC,RP,FA,29,,,,,,,,,,,,,,,
Scott McGough,ARI,RP,FA,35,,,,,,,,,,,,,,,
Kody Funderburk,MIN,RP,FA,28,,,,,,,,,,,,,,,
Tanner Rainey,PIT,RP,FA,32,,,,,,,,,,,,,,,
Keynan Middleton,(N/A),RP,FA,31,,,,,,,,,,,,,,,
Penn Murfee,CHW,RP,FA,30,,,,,,,,,,,,,,,
Alex Wood,(N/A),SP,FA,34,,,,,,,,,,,,,,,
Noah Murdock,ATH,RP,FA,26,,,,,,,,,,,,,,,
Abner Uribe,MIL,RP,FA,24,,,,,,,,,,,,,,,
Chase Dollander,COL,SP,FA,23,,,,,,,,,,,,,,,
AJ Smith-Shawver,ATL,SP,MMAS,22,,,,,,,,,,,,,,,
Carlos Hernandez,KC,RP,FA,27,,,,,,,,,,,,,,,
Cody Poteet,CHC,SP,FA,30,,,,,,,,,,,,,,,
J.T. Chargois,TEX,RP,FA,34,,,,,,,,,,,,,,,
Luis Curvelo,TEX,RP,FA,24,,,,,,,,,,,,,,,
Yohan Ramirez,PIT,RP,FA,29,,,,,,,,,,,,,,,
Caden Dana,LAA,SP,FA,21,,,,,,,,,,,,,,,
Joe Kelly,(N/A),RP,FA,36,,,,,,,,,,,,,,,
Jake Bloss,TOR,SP,FA,23,,,,,,,,,,,,,,,
Evan Sisk,KC,RP,FA,27,,,,,,,,,,,,,,,
Landen Roupp,SF,SP,FA,26,,,,,,,,,,,,,,,
Jake Diekman,ATL,RP,FA,38,,,,,,,,,,,,,,,
Yilber Diaz,ARI,SP,FA,24,,,,,,,,,,,,,,,
Kendall Graveman,ARI,RP,FA,34,,,,,,,,,,,,,,,
Eduard Bazardo,SEA,RP,FA,29,,,,,,,,,,,,,,,
Angel Perdomo,ATL,RP,FA,30,,,,,,,,,,,,,,,
Vince Velasquez,CLE,SP,FA,32,,,,,,,,,,,,,,,
Shintaro Fujinami,SEA,RP,FA,30,,,,,,,,,,,,,,,
Mason Englert,TB,SP,FA,25,,,,,,,,,,,,,,,
Spencer Bivens,SF,RP,FA,30,,,,,,,,,,,,,,,
Brandon Sproat,NYM,SP,FA,24,,,,,,,,,,,,,,,
Bryan Sammons,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Ryan Borucki,PIT,RP,FA,30,,,,,,,,,,,,,,,
Brady Basso,ATH,SP,FA,27,,,,,,,,,,,,,,,
Chris Roycroft,STL,SP,FA,27,,,,,,,,,,,,,,,
Bryan King,HOU,SP,FA,28,,,,,,,,,,,,,,,
Jordan Weems,ATL,RP,FA,32,,,,,,,,,,,,,,,
Emerson Hancock,SEA,SP,FA,25,,,,,,,,,,,,,,,
Brock Stewart,MIN,RP,FA,33,,,,,,,,,,,,,,,
Brenan Hanifee,DET,SP,FA,26,,,,,,,,,,,,,,,
Clay Helvey,WSH,RP,FA,28,,,,,,,,,,,,,,,
Hogan Harris,ATH,SP,FA,28,,,,,,,,,,,,,,,
Rico Garcia,NYM,RP,FA,31,,,,,,,,,,,,,,,
Tom Cosgrove,SD,RP,FA,28,,,,,,,,,,,,,,,
Brent Honeywell Jr.,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Tommy Nance,TOR,RP,FA,33,,,,,,,,,,,,,,,
Luarbert Arias,MIA,RP,FA,24,,,,,,,,,,,,,,,
Jaden Hill,COL,SP,FA,25,,,,,,,,,,,,,,,
Jake Woodford,COL,SP,FA,28,,,,,,,,,,,,,,,
Tony Santillan,CIN,RP,FA,27,,,,,,,,,,,,,,,
Ian Gibaut,CIN,RP,FA,31,,,,,,,,,,,,,,,
Jovani Moran,BOS,RP,FA,27,,,,,,,,,,,,,,,
Tyler Gilbert,CHW,RP,FA,31,,,,,,,,,,,,,,,
Peter Strzelecki,PIT,RP,FA,30,,,,,,,,,,,,,,,
Josh Fleming,SEA,RP,FA,28,,,,,,,,,,,,,,,
Matt Bowman,BAL,RP,FA,33,,,,,,,,,,,,,,,
Tanner Gordon,COL,SP,FA,26,,,,,,,,,,,,,,,
Brant Hurter,DET,SP,FA,26,,,,,,,,,,,,,,,
Dominic Leone,(N/A),RP,FA,33,,,,,,,,,,,,,,,
Devin Sweet,PHI,RP,FA,28,,,,,,,,,,,,,,,
Anderson Pilar,ATL,RP,FA,27,,,,,,,,,,,,,,,
Brandon Hughes,CHC,RP,FA,29,,,,,,,,,,,,,,,
Kaleb Ort,HOU,RP,FA,33,,,,,,,,,,,,,,,
Bryan Baker,BAL,RP,FA,30,,,,,,,,,,,,,,,
Robert Stephenson,LAA,RP,FA,32,,,,,,,,,,,,,,,
Sem Robberse,STL,SP,FA,23,,,,,,,,,,,,,,,
Zack Thompson,STL,RP,FA,27,,,,,,,,,,,,,,,
Albert Abreu,CIN,RP,FA,29,,,,,,,,,,,,,,,
Ron Marinaccio,SD,RP,FA,29,,,,,,,,,,,,,,,
Kyle Nelson,ARI,RP,FA,28,,,,,,,,,,,,,,,
George Soriano,MIA,RP,FA,25,,,,,,,,,,,,,,,
Eduardo Salazar,WSH,SP,FA,26,,,,,,,,,,,,,,,
Lou Trivino,SF,RP,FA,33,,,,,,,,,,,,,,,
Bradley Blalock,COL,SP,FA,24,,,,,,,,,,,,,,,
Troy Taylor,SEA,RP,FA,23,,,,,,,,,,,,,,,
Eury Perez,MIA,SP,JCR,21,,,,,,,,,,,,,,,
Josh Staumont,CIN,RP,FA,31,,,,,,,,,,,,,,,
Sean Reid-Foley,NYM,RP,FA,29,,,,,,,,,,,,,,,
Adbert Alzolay,NYM,RP,FA,30,,,,,,,,,,,,,,,
Allan Winans,NYY,SP,FA,29,,,,,,,,,,,,,,,
Darren McCaughan,MIN,RP,FA,28,,,,,,,,,,,,,,,
Chris Devenski,NYM,RP,FA,34,,,,,,,,,,,,,,,
Justin Dunn,CHW,SP,FA,29,,,,,,,,,,,,,,,
Luis Patino,SD,RP,FA,25,,,,,,,,,,,,,,,
Will Warren,NYY,SP,FA,25,,,,,,,,,,,,,,,
Dauri Moreta,PIT,RP,FA,28,,,,,,,,,,,,,,,
Kevin Herget,NYM,RP,FA,33,,,,,,,,,,,,,,,
Grant Anderson,MIL,P,FA,27,,,,,,,,,,,,,,,
Connor Brogdon,LAA,RP,FA,30,,,,,,,,,,,,,,,
Ethan Roberts,CHC,RP,FA,27,,,,,,,,,,,,,,,
Vinny Nittoli,MIL,RP,FA,34,,,,,,,,,,,,,,,
Bryan Shaw,CIN,RP,FA,37,,,,,,,,,,,,,,,
Thomas Harrington,PIT,SP,FA,23,,,,,,,,,,,,,,,
Matt Festa,TEX,RP,FA,31,,,,,,,,,,,,,,,
Bryan Mata,BOS,SP,FA,25,,,,,,,,,,,,,,,
Emmet Sheehan,LAD,SP,FA,25,,,,,,,,,,,,,,,
Hans Crouse,LAA,SP,FA,26,,,,,,,,,,,,,,,
Grant Holman,ATH,SP,FA,24,,,,,,,,,,,,,,,
Isaiah Campbell,BOS,SP,FA,27,,,,,,,,,,,,,,,
Matt Foster,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Sam Hentges,CLE,RP,FA,28,,,,,,,,,,,,,,,
Justin Hagenman,NYM,P,FA,28,,,,,,,,,,,,,,,
Nick Vespi,PHI,RP,FA,29,,,,,,,,,,,,,,,
Jay Jackson,(N/A),RP,FA,37,,,,,,,,,,,,,,,
Josh Winder,ARI,SP,FA,28,,,,,,,,,,,,,,,
Mason Thompson,WSH,RP,FA,27,,,,,,,,,,,,,,,
Gerson Garabito,TEX,SP,FA,29,,,,,,,,,,,,,,,
Joe La Sorsa,CIN,RP,FA,26,,,,,,,,,,,,,,,
Connor Thomas,MIL,RP,FA,26,,,,,,,,,,,,,,,
Michael Petersen,LAA,RP,FA,30,,,,,,,,,,,,,,,
Sean Guenther,DET,RP,FA,29,,,,,,,,,,,,,,,
Amir Garrett,TOR,RP,FA,32,,,,,,,,,,,,,,,
Zach Maxwell,CIN,RP,FA,24,,,,,,,,,,,,,,,
Hunter Bigge,TB,P,FA,26,,,,,,,,,,,,,,,
Craig Yoho,MIL,RP,FA,25,,,,,,,,,,,,,,,
Skylar Hales,TEX,RP,FA,23,,,,,,,,,,,,,,,
Miguel Castro,HOU,RP,FA,30,,,,,,,,,,,,,,,
Jacob Misiorowski,MIL,SP,MSBT,22,,,,,,,,,,,,,,,
Enoli Paredes,ATL,RP,FA,29,,,,,,,,,,,,,,,
Quinn Mathews,STL,SP,FA,24,,,,,,,,,,,,,,,
Kenny Rosenberg,(N/A),RP,FA,29,,,,,,,,,,,,,,,
Yunior Marte,SEA,RP,FA,30,,,,,,,,,,,,,,,
Wade Miley,CIN,SP,FA,38,,,,,,,,,,,,,,,
Eric Lauer,TOR,SP,FA,29,,,,,,,,,,,,,,,
Jose Quijada,LAA,RP,FA,29,,,,,,,,,,,,,,,
Chris Murphy,BOS,SP,FA,26,,,,,,,,,,,,,,,
Shaun Anderson,LAA,RP,FA,30,,,,,,,,,,,,,,,
Davis Daniel,ATL,SP,FA,27,,,,,,,,,,,,,,,
Samuel Aldegheri,LAA,SP,FA,23,,,,,,,,,,,,,,,
Jairo Iriarte,CHW,SP,FA,23,,,,,,,,,,,,,,,
Alan Rangel,PHI,SP,FA,27,,,,,,,,,,,,,,,
Brad Keller,CHC,SP,FA,29,,,,,,,,,,,,,,,
Gus Varland,CHW,SP,FA,28,,,,,,,,,,,,,,,
Daysbel Hernandez,ATL,P,FA,28,,,,,,,,,,,,,,,
Quinn Priester,BOS,SP,FA,24,,,,,,,,,,,,,,,
Nick Nastrini,CHW,SP,FA,25,,,,,,,,,,,,,,,
Tommy Henry,ARI,SP,FA,27,,,,,,,,,,,,,,,
Ethan Small,SF,RP,FA,28,,,,,,,,,,,,,,,
Grant Hartwig,NYM,SP,FA,27,,,,,,,,,,,,,,,
Yoniel Curet,TB,SP,FA,22,,,,,,,,,,,,,,,
Dylan Covey,ATL,RP,FA,33,,,,,,,,,,,,,,,
Shane Smith,CHW,RP,FA,24,,,,,,,,,,,,,,,
Dany Jimenez,ATL,RP,FA,31,,,,,,,,,,,,,,,
Clayton Beeter,NYY,SP,FA,26,,,,,,,,,,,,,,,
Dylan Dodd,ATL,SP,FA,26,,,,,,,,,,,,,,,
Carson Fulmer,PIT,SP,FA,31,,,,,,,,,,,,,,,
Jack O'Loughlin,COL,SP,FA,24,,,,,,,,,,,,,,,
Brusdar Graterol,LAD,RP,FA,26,,,,,,,,,,,,,,,
Ben Heller,CHC,RP,FA,33,,,,,,,,,,,,,,,
Diego Castillo,COL,RP,FA,31,,,,,,,,,,,,,,,
Yerry De Los Santos,NYY,RP,FA,27,,,,,,,,,,,,,,,
Cole Sulser,TB,RP,FA,34,,,,,,,,,,,,,,,
Michael Flynn,TB,RP,FA,28,,,,,,,,,,,,,,,
Colin Selby,BAL,SP,FA,27,,,,,,,,,,,,,,,
Joe Jacques,LAD,SP,FA,29,,,,,,,,,,,,,,,
Mason Barnett,ATH,SP,FA,24,,,,,,,,,,,,,,,
Alejandro Rosario,TEX,SP,FA,23,,,,,,,,,,,,,,,
Adam Oller,(N/A),SP,FA,30,,,,,,,,,,,,,,,
Ken Waldichuk,ATH,SP,FA,27,,,,,,,,,,,,,,,
Brandon Young,BAL,SP,FA,26,,,,,,,,,,,,,,,
Zach Plesac,(N/A),SP,FA,30,,,,,,,,,,,,,,,
Trevor Gott,SEA,RP,FA,32,,,,,,,,,,,,,,,
Joel Kuhnel,PHI,RP,FA,30,,,,,,,,,,,,,,,
Ty Madden,DET,SP,FA,25,,,,,,,,,,,,,,,
Adonis Medina,SEA,RP,FA,28,,,,,,,,,,,,,,,
Fraser Ellard,CHW,RP,FA,27,,,,,,,,,,,,,,,
Jimmy Herget,COL,RP,FA,31,,,,,,,,,,,,,,,
Brendan White,DET,RP,FA,26,,,,,,,,,,,,,,,
Ryan Miller,DET,RP,FA,28,,,,,,,,,,,,,,,
Alek Jacob,SD,SP,FA,26,,,,,,,,,,,,,,,
Daniel Robert,TEX,RP,FA,30,,,,,,,,,,,,,,,
Yerry Rodriguez,PIT,SP,FA,27,,,,,,,,,,,,,,,
Michael Rucker,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Cole Winn,TEX,SP,FA,25,,,,,,,,,,,,,,,
Jackson Kowar,SEA,RP,FA,28,,,,,,,,,,,,,,,
Ronny Henriquez,MIA,SP,FA,24,,,,,,,,,,,,,,,
Eduarniel Nunez,SD,RP,FA,25,,,,,,,,,,,,,,,
Parker Mushinski,CLE,RP,FA,29,,,,,,,,,,,,,,,
Drey Jameson,ARI,SP,FA,27,,,,,,,,,,,,,,,
Chasen Shreve,ATL,RP,FA,34,,,,,,,,,,,,,,,
Cody Bolton,SEA,SP,FA,26,,,,,,,,,,,,,,,
Easton Lucas,TOR,SP,FA,28,,,,,,,,,,,,,,,
Patrick Murphy,TEX,RP,FA,29,,,,,,,,,,,,,,,
Matt Gage,DET,RP,FA,32,,,,,,,,,,,,,,,
Luis Guerrero,BOS,SP,FA,24,,,,,,,,,,,,,,,
Alex Young,CIN,RP,FA,31,,,,,,,,,,,,,,,
Chase Shugart,PIT,RP,FA,28,,,,,,,,,,,,,,,
J.B. Wendelken,SD,RP,FA,31,,,,,,,,,,,,,,,
Brooks Raley,(N/A),RP,FA,36,,,,,,,,,,,,,,,
Nate Lavender,TB,RP,FA,25,,,,,,,,,,,,,,,
Jose Marte,(N/A),RP,FA,28,,,,,,,,,,,,,,,
Anthony Maldonado,ATH,P,FA,27,,,,,,,,,,,,,,,
Jose Cisnero,(N/A),RP,FA,35,,,,,,,,,,,,,,,
Rob Zastryzny,NYY,RP,FA,32,,,,,,,,,,,,,,,
Daniel Duarte,MIN,RP,FA,28,,,,,,,,,,,,,,,
Steven Cruz,KC,RP,FA,25,,,,,,,,,,,,,,,
Adam Cimber,(N/A),RP,FA,34,,,,,,,,,,,,,,,
Logan Evans,SEA,SP,FA,23,,,,,,,,,,,,,,,
Emmanuel Ramirez,(N/A),SP,FA,30,,,,,,,,,,,,,,,
Max Kranick,NYM,RP,FA,27,,,,,,,,,,,,,,,
Austin Warren,NYM,RP,FA,29,,,,,,,,,,,,,,,
Walter Pennington,TEX,RP,FA,26,,,,,,,,,,,,,,,
Eric Orze,TB,RP,FA,27,,,,,,,,,,,,,,,
Matt Barnes,(N/A),RP,FA,34,,,,,,,,,,,,,,,
Hagen Danner,SEA,RP,FA,26,,,,,,,,,,,,,,,
Ryder Ryan,PIT,SP,FA,29,,,,,,,,,,,,,,,
Prelander Berroa,CHW,RP,FA,24,,,,,,,,,,,,,,,
Jimmy Lambert,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Parker Messick,CLE,SP,FA,24,,,,,,,,,,,,,,,
Drue Hackenberg,ATL,SP,FA,22,,,,,,,,,,,,,,,
Daniel Palencia,CHC,RP,FA,25,,,,,,,,,,,,,,,
Robby Snelling,MIA,SP,FA,21,,,,,,,,,,,,,,,
Luis Frias,CLE,RP,FA,26,,,,,,,,,,,,,,,
Nick Robertson,TOR,SP,FA,26,,,,,,,,,,,,,,,
Ryan Zeferjahn,LAA,P,FA,27,,,,,,,,,,,,,,,
Anthony Molina,COL,RP,FA,23,,,,,,,,,,,,,,,
Jeff Criswell,COL,SP,FA,25,,,,,,,,,,,,,,,
Wander Suero,ATL,RP,FA,33,,,,,,,,,,,,,,,
Scott Blewett,MIN,RP,FA,28,,,,,,,,,,,,,,,
Daulton Jefferies,(N/A),SP,FA,29,,,,,,,,,,,,,,,
Michael Arias,NYY,RP,FA,23,,,,,,,,,,,,,,,
Ricky Vanasco,DET,SP,FA,26,,,,,,,,,,,,,,,
Luis Peralta,COL,SP,FA,24,,,,,,,,,,,,,,,
Chayce McDermott,BAL,SP,FA,26,,,,,,,,,,,,,,,
Max Lazar,PHI,RP,FA,25,,,,,,,,,,,,,,,
J.B. Bukauskas,MIL,RP,FA,28,,,,,,,,,,,,,,,
Dietrich Enns,DET,SP,FA,33,,,,,,,,,,,,,,,
JT Brubaker,NYY,SP,FA,31,,,,,,,,,,,,,,,
Jonathan Loaisiga,NYY,RP,FA,30,,,,,,,,,,,,,,,
Lucas Gilbreath,COL,RP,FA,29,,,,,,,,,,,,,,,
Josh Taylor,(N/A),RP,FA,32,,,,,,,,,,,,,,,
Luis Contreras,HOU,SP,FA,28,,,,,,,,,,,,,,,
Drew Rom,STL,SP,FA,25,,,,,,,,,,,,,,,
Jose Urena,NYM,RP,FA,33,,,,,,,,,,,,,,,
Jacob Lopez,ATH,SP,FA,26,,,,,,,,,,,,,,,
Oliver Ortega,NYM,RP,FA,28,,,,,,,,,,,,,,,
Cody Stashak,PHI,RP,FA,30,,,,,,,,,,,,,,,
Erik Sabrowski,CLE,P,FA,27,,,,,,,,,,,,,,,
Sean Newcomb,BOS,RP,FA,31,,,,,,,,,,,,,,,
Andrew Morris,MIN,SP,FA,23,,,,,,,,,,,,,,,
Colten Brewer,NYY,RP,FA,32,,,,,,,,,,,,,,,
Graham Ashcraft,CIN,SP,FA,27,,,,,,,,,,,,,,,
Will Klein,SEA,RP,FA,25,,,,,,,,,,,,,,,
Amos Willingham,ATL,RP,FA,26,,,,,,,,,,,,,,,
Yency Almonte,CHC,RP,FA,30,,,,,,,,,,,,,,,
Brent Headrick,NYY,SP,FA,27,,,,,,,,,,,,,,,
Yosver Zulueta,CIN,SP,FA,27,,,,,,,,,,,,,,,
Noah Schultz,CHW,SP,MMAS,21,,,,,,,,,,,,,,,
Sawyer Gipson-Long,DET,SP,FA,27,,,,,,,,,,,,,,,
Bailey Horn,STL,RP,FA,27,,,,,,,,,,,,,,,
Austin Davis,SD,RP,FA,32,,,,,,,,,,,,,,,
Noah Cameron,KC,SP,FA,25,,,,,,,,,,,,,,,
Royber Salinas,ATL,SP,FA,23,,,,,,,,,,,,,,,
Tyler Matzek,NYY,RP,FA,34,,,,,,,,,,,,,,,
Tyler Jay,MIL,RP,FA,30,,,,,,,,,,,,,,,
Kolby Allard,CLE,SP,FA,27,,,,,,,,,,,,,,,
Trey Wingenter,(N/A),RP,FA,30,,,,,,,,,,,,,,,
Carlos Vargas,SEA,SP,FA,25,,,,,,,,,,,,,,,
Cade Povich,BAL,SP,FA,24,,,,,,,,,,,,,,,
Nick Hernandez,HOU,P,FA,30,,,,,,,,,,,,,,,
Casey Legumina,SEA,SP,FA,27,,,,,,,,,,,,,,,
Nolan McLean,NYM,"UT,SP",FA,23,,,,,,,,,,,,,,,
Marc Church,TEX,SP,FA,23,,,,,,,,,,,,,,,
Blake Walston,ARI,SP,FA,23,,,,,,,,,,,,,,,
Connor Gillispie,MIA,RP,FA,27,,,,,,,,,,,,,,,
Daniel Bard,(N/A),RP,FA,39,,,,,,,,,,,,,,,
Joey Lucchesi,SF,SP,FA,31,,,,,,,,,,,,,,,
Yoendrys Gomez,NYY,SP,FA,25,,,,,,,,,,,,,,,
Brandon Leibrandt,NYY,RP,FA,32,,,,,,,,,,,,,,,
Edgardo Henriquez,LAD,RP,FA,22,,,,,,,,,,,,,,,
Daniel Espino,CLE,SP,FA,24,,,,,,,,,,,,,,,
Lake Bachar,MIA,SP,FA,29,,,,,,,,,,,,,,,
Thaddeus Ward,BAL,SP,FA,28,,,,,,,,,,,,,,,
Randy Dobnak,MIN,SP,FA,30,,,,,,,,,,,,,,,
Huascar Ynoa,MIN,SP,FA,26,,,,,,,,,,,,,,,
Brooks Kriske,CHC,RP,FA,31,,,,,,,,,,,,,,,
Guillo Zuniga,PHI,RP,FA,26,,,,,,,,,,,,,,,
Brett de Geus,MIA,RP,FA,27,,,,,,,,,,,,,,,
Brandon Eisert,CHW,P,FA,27,,,,,,,,,,,,,,,
Jack Neely,CHC,SP,FA,24,,,,,,,,,,,,,,,
Winston Santos,TEX,SP,FA,22,,,,,,,,,,,,,,,
Owen White,CHW,SP,FA,25,,,,,,,,,,,,,,,
Carson Ragsdale,SF,SP,FA,26,,,,,,,,,,,,,,,
Blade Tidwell,NYM,SP,FA,23,,,,,,,,,,,,,,,
Nabil Crismatt,PHI,RP,FA,30,,,,,,,,,,,,,,,
Mason Montgomery,TB,SP,FA,24,,,,,,,,,,,,,,,
