Name,Team,Position,Status,Age,PitchingTeamId,OriginalSalary,AdjustedSalary,AuctionSalary,W,QS,ERA,G,SV,HLD,SVH,IP,SO,K/9,BB/9
Luis Castillo,SEA,RP,FA,29,,16.53146013,19.98060611,,12,18,3.56023,31,0,0,0,181,184,9.15104,2.5604
Eric Cerantola,KC,RP,FA,24,,1,1,,1,0,4.68519,14,0,1,1,14,13,8.57701,5.07274
Taylor Clarke,KC,SP,FA,31,,1,1,,0,0,4.51678,8,0,1,1,8,6,7.3108,2.75132
Dylan Coleman,BAL,RP,FA,28,,1,1,,1,0,4.57018,30,0,1,1,30,31,9.29049,5.78892
Alex Cornwell,STL,SP,FA,25,,1,1,,0,0,4.13522,8,0,1,1,8,6,6.39327,2.70771
Omar Cruz,SD,RP,FA,26,,1,1,,1,0,4.27598,24,0,1,1,24,23,8.45329,3.94114
Jose Cuas,PHI,RP,FA,30,,1,1,,0,0,4.56371,10,0,1,1,10,10,8.6148,4.17896
John Curtiss,ARI,RP,FA,31,,1,1,,1,0,4.88698,18,0,1,1,18,14,6.86544,3.08744
Ryan Cusick,ATH,RP,FA,25,,1,1,,1,0,4.99246,15,0,1,1,15,12,7.36381,4.8276
Michael Darrell-Hicks,LAA,RP,FA,27,,1,1,,1,0,4.68209,22,0,1,1,22,18,7.44412,2.91461
Jack Dashwood,LAA,RP,FA,27,,-16.71519184,-20.64928962,,2,0,4.45558,42,0,1,1,42,38,8.10974,3.01972
Tanner Dodson,ATH,RP,FA,27,,1,1,,1,0,4.86842,10,0,1,1,10,7,6.42683,5.1972
Tommy Doyle,COL,RP,FA,28,,1,1,,1,0,4.94935,21,0,1,1,21,17,7.47801,3.8146
Jack Dreyer,LAD,RP,FA,26,,1,1,,1,0,4.15784,17,0,1,1,17,17,8.93854,3.56953
Josh Ekness,MIA,RP,FA,23,,1,1,,1,0,4.57621,15,0,1,1,15,13,8.0367,4.2651
Nic Enright,CLE,RP,FA,28,,-7.470119778,-9.351119979,,3,0,3.78064,46,0,1,1,46,48,9.31078,2.71486
Braydon Fisher,TOR,RP,FA,24,,1,1,,1,0,4.49627,21,0,1,1,21,21,8.89796,4.84764
Wilmer Flores,DET,RP,FA,24,,1,1,,0,0,4.14566,8,0,1,1,8,7,7.5567,3.30378
Mason Fluharty,TOR,RP,FA,23,,1,1,,1,0,4.14186,22,0,1,1,22,21,8.45292,3.42443
Nick Frasso,LAD,SP,FA,26,,1,1,,1,0,4.05399,15,0,1,1,15,14,8.487,2.88504
Brandyn Garcia,SEA,SP,FA,24,,1,1,,1,0,4.06452,21,0,1,1,21,19,7.93458,3.43075
Domingo Gonzalez,ATL,RP,FA,25,,-16.99734645,-20.99410366,,2,0,4.33295,43,0,1,1,43,43,8.99943,3.94149
Wikelman Gonzalez,CHW,SP,FA,22,,1,1,,1,1,5.19941,3,0,0,0,16,14,7.9432,4.93918
Colton Gordon,HOU,SP,FA,26,,1,1,,1,1,4.20384,17,0,1,1,24,21,7.86278,2.96125
Andre Granillo,STL,RP,FA,24,,1,1,,1,0,4.64868,15,0,1,1,15,14,8.29477,4.6995
Ryan Gusto,HOU,SP,FA,25,,-18.35237824,-22.65005387,,2,1,4.50729,27,0,1,1,42,34,7.22826,3.14087
Hayden Harris,ATL,RP,FA,26,,1,1,,1,0,4.11834,17,0,1,1,17,18,9.76973,4.2049
Trent Harris,SF,RP,FA,26,,1,1,,0,0,4.03113,10,0,1,1,10,9,8.1468,3.36609
Kyle Hart,SD,RP,FA,32,,-29.72004315,-36.54219076,,5,6,4.66544,34,0,1,1,102,73,6.40053,3.15826
Cole Henry,WSH,SP,FA,25,,-20.70899919,-25.53002096,,1,0,4.82065,40,0,1,1,40,35,7.84782,4.14884
Gunnar Hoglund,ATH,SP,FA,25,,-20.47736223,-25.24694327,,4,2,4.70214,39,0,1,1,68,49,6.56251,2.65467
Anthony Hoopii-Tuionetoa,CHW,RP,FA,24,,1,1,,1,0,4.8482,21,0,1,1,21,18,7.66769,3.8505
Gabriel Hughes,COL,SP,FA,23,,1,1,,1,0,4.71223,12,0,1,1,12,11,8.13488,3.4674
Antonio Jimenez,SF,RP,FA,23,,1,1,,1,0,4.39433,26,0,1,1,26,20,6.98799,3.54626
Janson Junk,MIA,SP,FA,29,,1,1,,1,0,4.55564,18,0,1,1,18,13,6.35192,2.489
Michael Kelly,ATH,SP,FA,32,,1,1,,1,0,4.15677,24,0,1,1,24,22,8.33748,3.49345
Justin King,MIA,RP,FA,27,,1,1,,1,0,4.48701,24,0,1,1,24,25,9.25245,4.87428
Matt Krook,ATH,SP,FA,30,,1,1,,1,0,4.2299,21,0,1,1,21,21,8.79582,5.06423
Andry Lara,WSH,SP,FA,22,,1,1,,1,0,4.60721,22,0,1,1,22,17,6.75967,3.15986
Chase Lee,DET,RP,FA,26,,1,1,,1,0,3.68743,24,0,1,1,24,23,8.6806,3.03739
Cory Lewis,MIN,SP,FA,24,,1,1,,1,0,4.41223,10,0,1,1,10,9,8.26974,3.71682
Luke Little,CHC,P,FA,24,,-8.837950511,-11.02271146,,2,0,3.41419,40,0,1,1,40,48,10.8163,4.8699
Adam Macko,TOR,SP,FA,24,,1,1,,0,1,4.625,2,0,0,0,8,7,7.59792,3.81966
Rodolfo Martinez,BAL,SP,FA,30,,1,1,,0,0,4.9558,24,0,0,0,24,23,8.52408,4.09091
Tyler Mattison,DET,RP,FA,25,,1,1,,1,0,4.01335,22,0,1,1,22,22,8.86582,3.83879
Garrett McDaniels,LAA,RP,FA,25,,-16.77479049,-20.72212362,,3,0,4.14361,52,0,4,4,52,44,7.63944,3.87024
Griff McGarry,PHI,RP,FA,25,,1,1,,1,0,4.79884,26,0,1,1,26,27,9.33726,6.01816
Juan Mejia,COL,RP,FA,24,,1,1,,1,0,5.19867,22,0,1,1,22,19,7.80245,4.68286
Luis Mey,CIN,RP,FA,23,,-33.79042346,-41.51649998,,2,0,5.69569,42,0,1,1,42,37,7.89038,6.14574
Mason Miller,KC,SP,FA,22,,26.52566377,31.42876915,8.5,4,0,2.69784,67,30,2,32,67,98,13.1836,3.12342
Andrew Misiaszek,CLE,RP,FA,27,,1,1,,2,0,3.99219,31,0,1,1,31,32,9.30298,4.05036
Anthony Misiewicz,MIN,RP,FA,30,,1,1,,1,0,4.32019,21,0,1,1,21,19,8.3112,3.24999
Rafael Montero,HOU,RP,FA,34,,-17.02385049,-21.02649357,,2,0,4.37263,54,0,7,7,54,50,8.25551,3.8886
Patrick Monteverde,MIA,SP,FA,27,,-18.62359887,-22.98150576,,2,1,4.5246,35,0,1,1,42,31,6.73138,3.03099
Andrew Moore,TOR,RP,FA,30,,1,1,,1,0,5.0961,32,0,1,1,32,34,9.51319,5.59097
Andrew Moore,CIN,RP,FA,25,,1,1,,1,0,5.0961,32,0,1,1,32,34,9.51319,5.59097
Rolddy Munoz,ATL,RP,FA,24,,1,1,,1,0,4.40504,22,0,1,1,22,20,8.28686,4.1055
Doug Nikhazy,CLE,SP,FA,25,,1,1,,1,0,4.31411,22,0,1,1,22,21,8.52178,4.53182
Tyler Owens,DET,RP,FA,24,,1,1,,1,0,4.4356,21,0,1,1,21,17,7.2024,3.26044
Carson Palmquist,COL,SP,FA,24,,1,1,,1,1,5.14417,3,0,0,0,16,15,8.12075,4.07366
Chad Patrick,MIL,SP,FA,26,,1,1,,1,0,4.24076,24,0,1,1,24,22,8.06963,2.65752
Francis Pena,SD,RP,FA,24,,1,1,,2,0,4.27333,33,0,1,1,33,27,7.42066,3.32181
Jonathan Pintaro,NYM,SP,FA,27,,1,1,,0,1,4.60831,2,0,0,0,8,7,7.11675,3.41737
Drew Pomeranz,SEA,RP,FA,36,,1,1,,0,0,3.81502,14,0,1,1,14,15,9.42861,3.70723
Matt Pushard,MIA,RP,FA,27,,1,1,,1,0,4.62451,26,0,1,1,26,21,7.42611,3.65444
Max Rajcic,STL,SP,FA,23,,1,1,,1,0,4.45882,10,0,1,1,10,7,6.71544,2.74354
Marco Raya,MIN,SP,FA,22,,1,1,,1,0,4.45894,14,0,1,1,14,12,7.91253,3.6507
Tekoah Roby,STL,SP,FA,23,,1,1,,0,1,4.58052,2,0,0,0,8,6,6.78474,2.96346
Joe Rock,TB,SP,FA,24,,1,1,,2,1,4.12617,21,0,1,1,28,23,7.45599,2.62828
Bradgley Rodriguez,SD,RP,FA,21,,1,1,,1,0,4.44468,26,0,1,1,26,24,8.43073,4.48927
Carlos Rodriguez,MIL,SP,FA,23,,1,1,,2,1,4.57156,15,0,1,1,30,27,8.07164,3.49088
Carlos Rodriguez,DET,SP,FA,18,,1,1,,2,1,4.57156,15,0,1,1,30,27,8.07164,3.49088
John Rooney,MIA,RP,FA,28,,1,1,,1,0,4.43201,22,0,1,1,22,19,7.81531,3.94805
Andrew Saalfrank,ARI,RP,FA,27,,1,1,,2,0,3.76958,28,0,1,1,28,27,8.54505,4.52574
Connor Seabold,TB,RP,FA,29,,1,1,,0,0,4.42015,10,0,1,1,10,9,7.91217,2.3238
Josh Simpson,MIA,RP,FA,27,,-15.86305625,-19.60791618,,2,0,4.14069,39,0,1,1,39,42,9.6223,4.54417
Cade Smith,NYY,SP,FA,22,,12.19479679,14.68087911,,4,0,3.01844,68,2,14,16,68,86,11.3629,3.07271
Chase Solesky,WSH,SP,FA,27,,1,1,,1,0,4.80635,12,0,1,1,12,7,5.5268,2.95184
Alex Speas,MIN,SP,FA,27,,1,1,,1,0,4.32021,16,0,1,1,16,18,9.90915,5.90636
Kade Strowd,BAL,RP,FA,27,,1,1,,1,0,4.38992,26,0,1,1,26,24,8.30683,4.10949
Tyler Stuart,WSH,SP,FA,25,,1,1,,1,0,4.07191,21,0,1,1,21,18,7.61042,2.73548
Matt Svanson,STL,RP,FA,26,,1,1,,2,0,4.41718,35,0,1,1,35,25,6.4767,3.31806
Emiliano Teodo,TEX,SP,FA,24,,1,1,,0,1,4.87374,2,0,0,0,8,7,8.33697,4.79953
Kyle Tyler,PHI,RP,FA,28,,1,1,,1,0,4.5656,28,0,1,1,28,22,7.18827,3.48736
Logan VanWey,HOU,RP,FA,26,,1,1,,1,0,4.27809,22,0,1,1,22,22,8.99448,4.45219
Cole Waites,SF,RP,FA,26,,1,1,,1,0,4.1023,15,0,1,1,15,15,8.9115,4.13994
Josh Walker,TOR,SP,FA,30,,-12.45310015,-15.44069474,,2,0,3.9118,39,0,1,1,39,39,9.04989,3.71573
Jacob Wallace,KC,RP,FA,26,,1,1,,1,0,4.87461,10,0,1,1,10,9,8.15017,5.26393
Jacob Webb,PIT,P,FA,25,,-9.568555235,-11.91556508,,3,0,4.25984,62,2,14,16,62,63,9.18092,3.94582
Jacob Webb,BOS,RP,FA,25,,-9.568555235,-11.91556508,,3,0,4.25984,62,2,14,16,62,63,9.18092,3.94582
Ryan Webb,CLE,SP,FA,25,,1,1,,1,0,4.23201,24,0,1,1,24,21,7.8572,3.54952
Blake Weiman,HOU,RP,FA,29,,1,1,,0,0,4.33028,8,0,1,1,8,6,7.30429,2.77004
Jefry Yan,COL,RP,FA,28,,1,1,,1,0,4.82655,17,0,1,1,17,16,8.51268,5.13561
