Name,Team,Position,Status,Age,OriginalSalary,AdjustedSalary,AuctionSalary,G,PA,AB,H,HR,R,RBI,BB,HBP,SB,AVG,HittingTeamId
Alejandro Salazar,(N/A),2B,FA,28,,,,,,,,,,,,,,,
Eduardo Salazar,NYM,OF,FA,24,,,,,,,,,,,,,,,
Johnfrank Salazar,BOS,SS,FA,21,,,,,,,,,,,,,,,
Kleyver Salazar,BOS,C,FA,18,,,,,,,,,,,,,,,
Andruw Salcedo,SEA,UT,FA,22,,,,,,,,,,,,,,,
Edward Salcedo,ATL,SS,FA,33,,,,,,,,,,,,,,,
Erick Salcedo,(N/A),SS,FA,31,,,,,,,,,,,,,,,
Enrique Saldana,COL,SS,FA,25,,,,,,,,,,,,,,,
Josh Sale,TEX,OF,FA,33,,,,,,,,,,,,,,,
Ismael Salgado,DET,OF,FA,32,,,,,,,,,,,,,,,
Raimfer Salinas,(N/A),OF,FA,24,,,,,,,,,,,,,,,
Roque Salinas,TOR,OF,FA,22,,,,,,,,,,,,,,,
Dionmy Salon,KC,C,FA,23,,,,,,,,,,,,,,,
Blaise Salter,DET,1B,FA,31,,,,,,,,,,,,,,,
Devin Saltiban,PHI,2B,FA,20,,,,,,,,,,,,,,,
Mike Salvatore,SEA,"SS,P",FA,28,,,,,,,,,,,,,,,
Jose Sanabria,SD,"2B,3B",FA,22,,,,,,,,,,,,,,,
Jose Sanabria,TB,OF,FA,23,,,,,,,,,,,,,,,
Romeo Sanabria,SD,1B,FA,22,,,,,,,,,,,,,,,
Adan Sanchez,CHC,C,FA,19,,,,,,,,,,,,,,,
Adolfo Sanchez,CIN,OF,FA,18,,,,,,,,,,,,,,,
Aldenis Sanchez,(N/A),OF,FA,26,,,,,,,,,,,,,,,
Armani Sanchez,(N/A),SS,FA,24,,,,,,,,,,,,,,,
Axel Sanchez,SEA,"2B,SS",FA,22,,,,,,,,,,,,,,,
Brian Sanchez,STL,OF,FA,28,,,,,,,,,,,,,,,
Brian Sanchez,NYY,OF,FA,20,,,,,,,,,,,,,,,
Carlos Sanchez,CIN,1B,FA,33,,,,,,,,,,,,,,,
Carlos Sanchez,CIN,SS,FA,20,,,,,,,,,,,,,,,
Carlos Sanchez,(N/A),C,FA,20,,,,,,,,,,,,,,,
David Sanchez,ARI,OF,FA,26,,,,,,,,,,,,,,,
Edwin Sanchez,LAD,1B,FA,20,,,,,,,,,,,,,,,
Elvis Sanchez,NYM,3B,FA,31,,,,,,,,,,,,,,,
Emilio Sanchez,BAL,SS,FA,17,,,,,,,,,,,,,,,
Fernelys Sanchez,ATL,OF,FA,31,,,,,,,,,,,,,,,
Francisco Sanchez,CHC,SS,FA,31,,,,,,,,,,,,,,,
Heison Sanchez,DET,2B,FA,20,,,,,,,,,,,,,,,
Hugo Sanchez,SD,SS,FA,22,,,,,,,,,,,,,,,
Jadiel Sanchez,LAA,OF,FA,23,,,,,,,,,,,,,,,
Javier Sanchez,TEX,C,FA,17,,,,,,,,,,,,,,,
Jordan Sanchez,BAL,OF,FA,19,,,,,,,,,,,,,,,
Jose Sanchez,(N/A),3B,FA,24,,,,,,,,,,,,,,,
Juan Sanchez,TOR,SS,FA,17,,,,,,,,,,,,,,,
Junior Sanchez,(N/A),3B,FA,22,,,,,,,,,,,,,,,
Leonel Sanchez,(N/A),SS,FA,22,,,,,,,,,,,,,,,
Lolo Sanchez,PIT,OF,FA,25,,,,,,,,,,,,,,,
Luis Sanchez,ATL,SS,FA,21,,,,,,,,,,,,,,,
Manuel Sanchez,TB,OF,FA,29,,,,,,,,,,,,,,,
Rhandall Sanchez,(N/A),1B,FA,26,,,,,,,,,,,,,,,
Santis Sanchez,(N/A),C,FA,26,,,,,,,,,,,,,,,
Vicente Sanchez,HOU,OF,FA,28,,,,,,,,,,,,,,,
Yan Sanchez,ARI,SS,FA,28,,,,,,,,,,,,,,,
Yoelvis Sanchez,MIA,OF,FA,22,,,,,,,,,,,,,,,
Yohendry Sanchez,SF,C,FA,18,,,,,,,,,,,,,,,
Yolbert Sanchez,(N/A),"2B,3B",FA,28,,,,,,,,,,,,,,,
Yolmer Sanchez,LAA,"2B,SS,OF",FA,32,,,,,,,,,,,,,,,
Ozziel Sanchez-Galan,HOU,SS,FA,27,,,,,,,,,,,,,,,
Cord Sandberg,PHI,OF,FA,30,,,,,,,,,,,,,,,
Joe Sanders,COL,3B,FA,36,,,,,,,,,,,,,,,
Matt Sanders,SEA,"2B,SS",FA,28,,,,,,,,,,,,,,,
Michael Sandle,HOU,OF,FA,26,,,,,,,,,,,,,,,
Ariel Sandoval,SEA,OF,FA,29,,,,,,,,,,,,,,,
Brandon Sandoval,LAA,OF,FA,29,,,,,,,,,,,,,,,
Danny Sandoval,CLE,SS,FA,0,,,,,,,,,,,,,,,
Eliam Sandoval,(N/A),OF,FA,21,,,,,,,,,,,,,,,
Jhon Sandoval,DET,OF,FA,25,,,,,,,,,,,,,,,
Jose Sandoval,SEA,OF,FA,28,,,,,,,,,,,,,,,
Joshuan Sandoval,(N/A),1B,FA,27,,,,,,,,,,,,,,,
Rylan Sandoval,(N/A),2B,FA,37,,,,,,,,,,,,,,,
Donny Sands,(N/A),C,FA,28,,,,,,,,,,,,,,,
Jacob Sanford,(N/A),OF,FA,27,,,,,,,,,,,,,,,
Wyatt Sanford,PIT,SS,FA,19,,,,,,,,,,,,,,,
Brendon Sanger,LAA,OF,FA,31,,,,,,,,,,,,,,,
Junior Sanquintin,(N/A),SS,FA,23,,,,,,,,,,,,,,,
John Sansone,CIN,2B,FA,31,,,,,,,,,,,,,,,
Tony Santa Maria,TB,3B,FA,22,,,,,,,,,,,,,,,
Kevin Santa,SEA,"2B,SS",FA,29,,,,,,,,,,,,,,,
Adrian Santana,TB,SS,FA,19,,,,,,,,,,,,,,,
Alex Santana,LAD,3B,FA,31,,,,,,,,,,,,,,,
Alexander Santana,NYY,OF,FA,24,,,,,,,,,,,,,,,
Cristian Santana,CIN,3B,FA,28,,,,,,,,,,,,,,,
Cristian Santana,DET,SS,FA,21,,,,,,,,,,,,,,,
Danny Santana,(N/A),OF,FA,34,,,,,,,,,,,,,,,
Debby Santana,CIN,3B,FA,24,,,,,,,,,,,,,,,
Domingo Santana,(N/A),OF,FA,32,,,,,,,,,,,,,,,
Eric Santana,(N/A),OF,FA,22,,,,,,,,,,,,,,,
Giancarlos Santana,BOS,OF,FA,23,,,,,,,,,,,,,,,
Jancel Santana,BOS,"2B,SS",FA,19,,,,,,,,,,,,,,,
Jean Santana,TB,2B,FA,18,,,,,,,,,,,,,,,
Luis Santana,(N/A),3B,FA,25,,,,,,,,,,,,,,,
Natanael Santana,LAA,OF,FA,23,,,,,,,,,,,,,,,
Paulino Santana,TEX,OF,FA,18,,,,,,,,,,,,,,,
Rayner Santana,SF,C,FA,22,,,,,,,,,,,,,,,
Ruben Santana,ARI,"1B,3B",FA,20,,,,,,,,,,,,,,,
Yeison Santana,CHC,SS,FA,24,,,,,,,,,,,,,,,
Juan Santander,HOU,1B,FA,22,,,,,,,,,,,,,,,
Benito Santiago,STL,C,FA,29,,,,,,,,,,,,,,,
Carlos Santiago,MIA,SS,FA,23,,,,,,,,,,,,,,,
Glenn Santiago,TOR,SS,FA,24,,,,,,,,,,,,,,,
Osvaldo Santilien,ARI,OF,FA,25,,,,,,,,,,,,,,,
Angel Santos,SD,OF,FA,29,,,,,,,,,,,,,,,
Angeudis Santos,MIA,2B,FA,23,,,,,,,,,,,,,,,
Enmanuel Santos,KC,OF,FA,19,,,,,,,,,,,,,,,
Ghordy Santos,SF,SS,FA,25,,,,,,,,,,,,,,,
Jhonny Santos,(N/A),OF,FA,28,,,,,,,,,,,,,,,
Madison Santos,NYY,OF,FA,25,,,,,,,,,,,,,,,
Miguel Santos,CHW,2B,FA,23,,,,,,,,,,,,,,,
Oscar Santos,(N/A),C,FA,24,,,,,,,,,,,,,,,
Robert Santos,WSH,OF,FA,19,,,,,,,,,,,,,,,
Trae Santos,SD,1B,FA,32,,,,,,,,,,,,,,,
Luis Sardinas,(N/A),SS,FA,31,,,,,,,,,,,,,,,
Boris Sarduy,SF,2B,FA,18,,,,,,,,,,,,,,,
Dangelo Sarmiento,NYM,SS,FA,20,,,,,,,,,,,,,,,
Rintaro Sasaki,(N/A),1B,FA,19,,,,,,,,,,,,,,,
Shane Sasaki,MIA,OF,FA,24,,,,,,,,,,,,,,,
Teruaki Sato,(N/A),3B,FA,25,,,,,,,,,,,,,,,
Casey Saucke,CHW,OF,FA,21,,,,,,,,,,,,,,,
Warren Saunders,(N/A),1B,FA,26,,,,,,,,,,,,,,,
Will Savage,DET,2B,FA,30,,,,,,,,,,,,,,,
Wynston Sawyer,(N/A),C,FA,33,,,,,,,,,,,,,,,
Silento Sayles,CLE,OF,FA,29,,,,,,,,,,,,,,,
Alec Sayre,MIN,OF,FA,24,,,,,,,,,,,,,,,
Nathaniel Scantlin,CIN,OF,FA,26,,,,,,,,,,,,,,,
Jacob Scavuzzo,LAD,OF,FA,31,,,,,,,,,,,,,,,
Brian Schales,(N/A),3B,FA,29,,,,,,,,,,,,,,,
Matt Scheffler,(N/A),C,FA,27,,,,,,,,,,,,,,,
Jake Scheiner,(N/A),1B,FA,29,,,,,,,,,,,,,,,
Luke Scherrer,PIT,C,FA,20,,,,,,,,,,,,,,,
Jason Schiavone,HOU,C,FA,21,,,,,,,,,,,,,,,
Cameron Schiller,TEX,2B,FA,35,,,,,,,,,,,,,,,
Garrett Schlecht,CHC,OF,FA,32,,,,,,,,,,,,,,,
Braeden Schlehuber,ATL,C,FA,37,,,,,,,,,,,,,,,
Jack Schneider,NYM,OF,FA,27,,,,,,,,,,,,,,,
Nick Schnell,WSH,"1B,OF",FA,24,,,,,,,,,,,,,,,
Aaron Schnurbusch,CHW,OF,FA,31,,,,,,,,,,,,,,,
Tanner Schobel,MIN,"3B,SS",FA,23,,,,,,,,,,,,,,,
T.J. Schofield-Sam,ATH,3B,FA,23,,,,,,,,,,,,,,,
Jonathan Schoop,(N/A),2B,FA,33,,,,,,,,,,,,,,,
Jake Schrader,ATL,1B,FA,34,,,,,,,,,,,,,,,
Troy Schreffler,PHI,OF,FA,24,,,,,,,,,,,,,,,
Scott Schreiber,HOU,"1B,OF",FA,29,,,,,,,,,,,,,,,
Cody Schrier,(N/A),SS,FA,22,,,,,,,,,,,,,,,
Max Schrock,SD,OF,FA,30,,,,,,,,,,,,,,,
Kyle Schroedle,(N/A),OF,FA,24,,,,,,,,,,,,,,,
Nolan Schubart,(N/A),1B,FA,20,,,,,,,,,,,,,,,
John Schuknecht,LAA,OF,FA,30,,,,,,,,,,,,,,,
Kipp Schutz,BAL,OF,FA,36,,,,,,,,,,,,,,,
J.T. Schwartz,NYM,1B,FA,25,,,,,,,,,,,,,,,
Nick Schwartz,ATH,C,FA,23,,,,,,,,,,,,,,,
J.J. Schwarz,(N/A),1B,FA,28,,,,,,,,,,,,,,,
Trevor Schwecke,(N/A),"3B,OF",FA,27,,,,,,,,,,,,,,,
Frank Schwindel,(N/A),1B,FA,32,,,,,,,,,,,,,,,
Seth Schwindenhammer,BOS,OF,FA,33,,,,,,,,,,,,,,,
Caleb Scires,LAA,OF,FA,26,,,,,,,,,,,,,,,
Joe Sclafani,HOU,SS,FA,34,,,,,,,,,,,,,,,
Clark Scolamiero,CLE,OF,FA,29,,,,,,,,,,,,,,,
Connor Scott,KC,OF,FA,25,,,,,,,,,,,,,,,
Jordan Scott,HOU,OF,FA,33,,,,,,,,,,,,,,,
Jordan Scott,NYY,OF,FA,27,,,,,,,,,,,,,,,
Levi Scott,BAL,1B,FA,30,,,,,,,,,,,,,,,
Preston Scott,(N/A),OF,FA,31,,,,,,,,,,,,,,,
Quincy Scott,TEX,OF,FA,22,,,,,,,,,,,,,,,
Ryan Scott,BOS,OF,FA,31,,,,,,,,,,,,,,,
Stephen Scott,DET,C,FA,27,,,,,,,,,,,,,,,
Anthony Scull,LAA,OF,FA,21,,,,,,,,,,,,,,,
Justin Seager,SEA,1B,FA,32,,,,,,,,,,,,,,,
Chandler Seagle,ATL,C,FA,28,,,,,,,,,,,,,,,
Chad Sedio,(N/A),OF,FA,30,,,,,,,,,,,,,,,
Joantgel Segovia,MIL,OF,FA,28,,,,,,,,,,,,,,,
Rolando Segovia,TOR,2B,FA,30,,,,,,,,,,,,,,,
Jean Segura,(N/A),2B,FA,34,,,,,,,,,,,,,,,
Anson Seibert,(N/A),3B,FA,0,,,,,,,,,,,,,,,
Anthony Seigler,MIL,2B,FA,25,,,,,,,,,,,,,,,
Kegnnalex Seijas,MIL,C,FA,19,,,,,,,,,,,,,,,
Rothaikeg Seijas,KC,OF,FA,22,,,,,,,,,,,,,,,
Chris Seise,(N/A),SS,FA,26,,,,,,,,,,,,,,,
Brock Sell,(N/A),OF,FA,18,,,,,,,,,,,,,,,
Jean Selmo,STL,1B,FA,24,,,,,,,,,,,,,,,
Moises Semerite,BOS,SS,FA,18,,,,,,,,,,,,,,,
Leonardo Seminati,CIN,1B,FA,26,,,,,,,,,,,,,,,
Fox Semones,ARI,2B,FA,27,,,,,,,,,,,,,,,
Ben Sems,COL,SS,FA,27,,,,,,,,,,,,,,,
Hayden Senger,NYM,C,FA,27,,,,,,,,,,,,,,,
Eric Senior,(N/A),OF,FA,27,,,,,,,,,,,,,,,
Steven Sensley,(N/A),"1B,OF",FA,29,,,,,,,,,,,,,,,
Carlos Sepulveda,CHC,2B,FA,28,,,,,,,,,,,,,,,
Joseph Sequera,PIT,C,FA,19,,,,,,,,,,,,,,,
Manuel Sequera,DET,SS,FA,22,,,,,,,,,,,,,,,
Nicholas Sergakis,NYM,2B,FA,31,,,,,,,,,,,,,,,
Omar Serna,(N/A),C,FA,18,,,,,,,,,,,,,,,
Eli Serrano,NYM,OF,FA,21,,,,,,,,,,,,,,,
Jose Serrano,CIN,1B,FA,21,,,,,,,,,,,,,,,
Ney Serrano,MIL,SS,FA,20,,,,,,,,,,,,,,,
Teilon Serrano,MIN,OF,FA,16,,,,,,,,,,,,,,,
Danny Serretti,DET,"2B,3B,SS",FA,24,,,,,,,,,,,,,,,
Christopher Serritella,PHI,1B,FA,35,,,,,,,,,,,,,,,
Brian Serven,DET,C,FA,29,,,,,,,,,,,,,,,
Anthony Servideo,BAL,"2B,3B,SS",FA,25,,,,,,,,,,,,,,,
Jhonny Severino,PIT,"3B,SS",FA,20,,,,,,,,,,,,,,,
Pedro Severino,SEA,C,FA,31,,,,,,,,,,,,,,,
Jehisbert Sevilla,PHI,2B,FA,21,,,,,,,,,,,,,,,
Johnny Sewald,HOU,OF,FA,31,,,,,,,,,,,,,,,
Michael Sexton,SF,3B,FA,30,,,,,,,,,,,,,,,
Bob Seymour,TB,1B,FA,26,,,,,,,,,,,,,,,
Aaron Shackelford,PIT,"3B,SS",FA,28,,,,,,,,,,,,,,,
Carson Shaddy,WSH,2B,FA,30,,,,,,,,,,,,,,,
Colby Shade,MIA,OF,FA,23,,,,,,,,,,,,,,,
Richie Shaffer,(N/A),1B,FA,33,,,,,,,,,,,,,,,
Jacob Sharp,TOR,C,FA,23,,,,,,,,,,,,,,,
Chris Sharpe,PHI,OF,FA,28,,,,,,,,,,,,,,,
A.J. Shaver,(N/A),OF,FA,23,,,,,,,,,,,,,,,
Chris Shaw,(N/A),OF,FA,31,,,,,,,,,,,,,,,
Christopher Shaw,BAL,C,FA,30,,,,,,,,,,,,,,,
Josh Shaw,STL,2B,FA,28,,,,,,,,,,,,,,,
Nick Shaw,MIL,2B,FA,36,,,,,,,,,,,,,,,
Sam Shaw,TOR,2B,FA,20,,,,,,,,,,,,,,,
Travis Shaw,(N/A),3B,FA,34,,,,,,,,,,,,,,,
JaVon Shelby,ATH,3B,FA,29,,,,,,,,,,,,,,,
Colby Shelton,(N/A),3B,FA,22,,,,,,,,,,,,,,,
Easton Shelton,LAD,1B,FA,19,,,,,,,,,,,,,,,
Rouselle Shepard,(N/A),SS,FA,17,,,,,,,,,,,,,,,
Cam Shepherd,TB,SS,FA,27,,,,,,,,,,,,,,,
Zach Shepherd,(N/A),3B,FA,29,,,,,,,,,,,,,,,
Anthony Sherwin,HOU,SS,FA,22,,,,,,,,,,,,,,,
Wooyeoul Shin,TB,1B,FA,23,,,,,,,,,,,,,,,
Aaron Shipman,ATH,OF,FA,33,,,,,,,,,,,,,,,
Luke Shliger,SF,C,FA,23,,,,,,,,,,,,,,,
Dylan Shockley,ATL,C,FA,27,,,,,,,,,,,,,,,
Kodey Shojinaga,PHI,C,FA,22,,,,,,,,,,,,,,,
Brandon Short,CHW,OF,FA,36,,,,,,,,,,,,,,,
Carter Shouse,(N/A),OF,FA,15,,,,,,,,,,,,,,,
Tyler Shryock,CHW,SS,FA,33,,,,,,,,,,,,,,,
JB Shuck,(N/A),OF,FA,37,,,,,,,,,,,,,,,
Dalton Shuffield,MIN,OF,FA,25,,,,,,,,,,,,,,,
Garrett Shull,(N/A),OF,FA,19,,,,,,,,,,,,,,,
Nicholas Shumpert,(N/A),SS,FA,28,,,,,,,,,,,,,,,
Sammy Siani,PIT,OF,FA,24,,,,,,,,,,,,,,,
Jose Sibrian,(N/A),C,FA,26,,,,,,,,,,,,,,,
Brett Siddall,ATH,OF,FA,30,,,,,,,,,,,,,,,
Troy Sieber,HOU,1B,FA,29,,,,,,,,,,,,,,,
Vincent Siena,NYM,2B,FA,31,,,,,,,,,,,,,,,
Anibal Sierra,HOU,SS,FA,31,,,,,,,,,,,,,,,
Anibal Sierra,(N/A),SS,FA,31,,,,,,,,,,,,,,,
Armando Sierra,BOS,OF,FA,21,,,,,,,,,,,,,,,
Jonathan Sierra,CHC,OF,FA,26,,,,,,,,,,,,,,,
Juan Sierra,HOU,OF,FA,19,,,,,,,,,,,,,,,
Magneuris Sierra,ATL,OF,FA,28,,,,,,,,,,,,,,,
Miguelangel Sierra,(N/A),SS,FA,27,,,,,,,,,,,,,,,
Ruben Sierra,TEX,OF,FA,33,,,,,,,,,,,,,,,
Phillip Sikes,BOS,OF,FA,25,,,,,,,,,,,,,,,
Aaron Siliga,CLE,OF,FA,32,,,,,,,,,,,,,,,
Renny Sillet,CHW,C,FA,17,,,,,,,,,,,,,,,
Anthony Silva,(N/A),SS,FA,21,,,,,,,,,,,,,,,
Brahian Silva,(N/A),C,FA,0,,,,,,,,,,,,,,,
Carlos Silva,MIN,C,FA,19,,,,,,,,,,,,,,,
Daniel Silva,NYM,C,FA,20,,,,,,,,,,,,,,,
Gabriel Silva,KC,C,FA,21,,,,,,,,,,,,,,,
Heribert Silva,CLE,OF,FA,18,,,,,,,,,,,,,,,
Manuel Silva,LAA,UT,FA,18,,,,,,,,,,,,,,,
Rudy Silva,(N/A),OF,FA,35,,,,,,,,,,,,,,,
Franchely Silverio,HOU,3B,FA,18,,,,,,,,,,,,,,,
Juan Silverio,CIN,"3B,SS",FA,33,,,,,,,,,,,,,,,
Kevin Sim,ARI,1B,FA,23,,,,,,,,,,,,,,,
Karson Simas,BOS,3B,FA,23,,,,,,,,,,,,,,,
Andrelton Simmons,(N/A),SS,FA,35,,,,,,,,,,,,,,,
Cameron Simmons,CHW,OF,FA,28,,,,,,,,,,,,,,,
Kal Simmons,ARI,"2B,3B,SS",FA,31,,,,,,,,,,,,,,,
Kendall Simmons,LAD,"2B,3B",FA,24,,,,,,,,,,,,,,,
Kenyon Simmons,BOS,SS,FA,17,,,,,,,,,,,,,,,
Kyle Simmons,PIT,SS,FA,28,,,,,,,,,,,,,,,
Toby Simmons,MIA,OF,FA,20,,,,,,,,,,,,,,,
Jhon Simon,TEX,3B,FA,17,,,,,,,,,,,,,,,
Ronny Simon,MIA,"2B,OF",FA,24,,,,,,,,,,,,,,,
William Simoneit,CHC,C,FA,28,,,,,,,,,,,,,,,
Alexander Simpson,BAL,2B,FA,35,,,,,,,,,,,,,,,
Chandler Simpson,TB,OF,FA,24,,,,,,,,,,,,,,,
Chase Simpson,PIT,3B,FA,33,,,,,,,,,,,,,,,
Colin Simpson,(N/A),OF,FA,28,,,,,,,,,,,,,,,
Corey Simpson,SEA,OF,FA,31,,,,,,,,,,,,,,,
Will Simpson,TB,1B,FA,23,,,,,,,,,,,,,,,
Demetrius Sims,(N/A),SS,FA,29,,,,,,,,,,,,,,,
Nick Sinay,TOR,OF,FA,31,,,,,,,,,,,,,,,
Chris Singleton,CHC,OF,FA,28,,,,,,,,,,,,,,,
Raul Siri,(N/A),1B,FA,30,,,,,,,,,,,,,,,
Mike Sirota,LAD,OF,FA,21,,,,,,,,,,,,,,,
Givian Sirvania,BOS,OF,FA,17,,,,,,,,,,,,,,,
Chance Sisco,STL,C,FA,30,,,,,,,,,,,,,,,
Cameron Sisneros,CHC,1B,FA,23,,,,,,,,,,,,,,,
Ethan Skender,SD,SS,FA,28,,,,,,,,,,,,,,,
Jake Skole,TEX,OF,FA,33,,,,,,,,,,,,,,,
Matt Skole,(N/A),1B,FA,35,,,,,,,,,,,,,,,
Jake Slaughter,(N/A),2B,FA,28,,,,,,,,,,,,,,,
Houston Slemp,SD,OF,FA,37,,,,,,,,,,,,,,,
Colby Smelley,CHW,C,FA,24,,,,,,,,,,,,,,,
Dwight Smith Jr.,CHW,OF,FA,32,,,,,,,,,,,,,,,
Milton Smith Jr.,(N/A),OF,FA,27,,,,,,,,,,,,,,,
Aidan Smith,TB,OF,FA,20,,,,,,,,,,,,,,,
Armani Smith,SF,OF,FA,26,,,,,,,,,,,,,,,
Brady Smith,(N/A),C,FA,26,,,,,,,,,,,,,,,
Cam Smith,HOU,3B,FA,22,,,,,,,,,,,,,,,
Carter Smith,(N/A),SS,FA,18,,,,,,,,,,,,,,,
Chad Smith,(N/A),OF,FA,27,,,,,,,,,,,,,,,
D'Andre Smith,NYM,SS,FA,23,,,,,,,,,,,,,,,
Dalton Smith,NYY,3B,FA,30,,,,,,,,,,,,,,,
David Smith,DET,2B,FA,24,,,,,,,,,,,,,,,
Drew Smith,MIL,2B,FA,26,,,,,,,,,,,,,,,
Gavin Smith,TOR,SS,FA,19,,,,,,,,,,,,,,,
Grant Smith,(N/A),SS,FA,24,,,,,,,,,,,,,,,
Isaiah Smith,KC,OF,FA,25,,,,,,,,,,,,,,,
Jordan Smith,CLE,3B,FA,34,,,,,,,,,,,,,,,
Justin Smith,ATL,OF,FA,29,,,,,,,,,,,,,,,
Kevin Smith,(N/A),UT,FA,28,,,,,,,,,,,,,,,
Kyle Smith,(N/A),C,FA,23,,,,,,,,,,,,,,,
Mallex Smith,(N/A),OF,FA,31,,,,,,,,,,,,,,,
Marcus Smith,TEX,OF,FA,24,,,,,,,,,,,,,,,
Max Smith,(N/A),OF,FA,27,,,,,,,,,,,,,,,
Michael Smith,TB,OF,FA,27,,,,,,,,,,,,,,,
Myles Smith,CIN,OF,FA,22,,,,,,,,,,,,,,,
Noah Smith,(N/A),SS,FA,22,,,,,,,,,,,,,,,
Tyler Smith,(N/A),SS,FA,33,,,,,,,,,,,,,,,
Canaan Smith-Njigba,(N/A),OF,FA,25,,,,,,,,,,,,,,,
Campbell Smithwick,(N/A),C,FA,19,,,,,,,,,,,,,,,
Jake Snider,SD,OF,FA,26,,,,,,,,,,,,,,,
Gabe Snyder,(N/A),1B,FA,30,,,,,,,,,,,,,,,
Matthew Snyder,NYY,1B,FA,34,,,,,,,,,,,,,,,
Michael Snyder,(N/A),3B,FA,34,,,,,,,,,,,,,,,
Michael Snyder,MIA,3B,FA,24,,,,,,,,,,,,,,,
Taylor Snyder,COL,"3B,SS",FA,30,,,,,,,,,,,,,,,
Trey Snyder,NYM,SS,FA,19,,,,,,,,,,,,,,,
Andrew Sohn,STL,SS,FA,31,,,,,,,,,,,,,,,
Justim Sojo,BOS,SS,FA,17,,,,,,,,,,,,,,,
Edwin Solano,(N/A),SS,FA,18,,,,,,,,,,,,,,,
Rocky Solano,NYM,OF,FA,18,,,,,,,,,,,,,,,
Warel Solano,TB,SS,FA,17,,,,,,,,,,,,,,,
Wilfredo Solano,ATH,SS,FA,0,,,,,,,,,,,,,,,
Yoffry Solano,MIA,SS,FA,20,,,,,,,,,,,,,,,
Angel Solarte,SD,OF,FA,23,,,,,,,,,,,,,,,
Jhon Solarte,TOR,OF,FA,24,,,,,,,,,,,,,,,
Yangervis Solarte,(N/A),3B,FA,37,,,,,,,,,,,,,,,
Alec Sole,TB,SS,FA,31,,,,,,,,,,,,,,,
Carlos Soler,STL,OF,FA,25,,,,,,,,,,,,,,,
Yassel Soler,ARI,3B,FA,19,,,,,,,,,,,,,,,
Jesus Solorzano,MIA,OF,FA,34,,,,,,,,,,,,,,,
Casey Soltis,MIA,OF,FA,29,,,,,,,,,,,,,,,
Ah-seop Son,(N/A),OF,FA,36,,,,,,,,,,,,,,,
Logan Soole,ARI,OF,FA,28,,,,,,,,,,,,,,,
Francisco Soriano,WSH,2B,FA,37,,,,,,,,,,,,,,,
Yeycol Soriano,CIN,OF,FA,19,,,,,,,,,,,,,,,
Caden Sorrell,(N/A),OF,FA,19,,,,,,,,,,,,,,,
Alex Sosa,(N/A),UT,FA,20,,,,,,,,,,,,,,,
Andres Sosa,(N/A),C,FA,27,,,,,,,,,,,,,,,
Andrews Sosa,HOU,C,FA,20,,,,,,,,,,,,,,,
Anthony Sosa,PIT,1B,FA,17,,,,,,,,,,,,,,,
Guillermo Sosa,MIN,2B,FA,18,,,,,,,,,,,,,,,
Gustavo Sosa,(N/A),C,FA,23,,,,,,,,,,,,,,,
Ivan Sosa,KC,SS,FA,20,,,,,,,,,,,,,,,
Miguel Sosa,PIT,OF,FA,21,,,,,,,,,,,,,,,
Thomas Sosa,BAL,OF,FA,20,,,,,,,,,,,,,,,
Andres Sotillo,TOR,C,FA,31,,,,,,,,,,,,,,,
Carlos Soto,STL,C,FA,25,,,,,,,,,,,,,,,
Dorian Soto,BOS,SS,FA,17,,,,,,,,,,,,,,,
Elian Soto,WSH,"1B,OF",FA,19,,,,,,,,,,,,,,,
Elliot Soto,(N/A),"2B,SS",FA,35,,,,,,,,,,,,,,,
Franklin Soto,STL,SS,FA,25,,,,,,,,,,,,,,,
Isael Soto,MIA,OF,FA,28,,,,,,,,,,,,,,,
Juarlin Soto,TOR,SS,FA,18,,,,,,,,,,,,,,,
Junior Soto,CLE,OF,FA,28,,,,,,,,,,,,,,,
Marco Soto,PHI,2B,FA,20,,,,,,,,,,,,,,,
Randy Soto,TOR,"C,1B",FA,18,,,,,,,,,,,,,,,
Wally Soto,(N/A),"C,1B",FA,22,,,,,,,,,,,,,,,
Wendell Soto,LAA,SS,FA,32,,,,,,,,,,,,,,,
Yonardy Soto,MIN,1B,FA,22,,,,,,,,,,,,,,,
Alerick Soularie,MIN,"SS,OF",FA,25,,,,,,,,,,,,,,,
Ty Southisene,CHC,SS,FA,19,,,,,,,,,,,,,,,
Nolan Souza,(N/A),2B,FA,19,,,,,,,,,,,,,,,
Garrett Spain,MIL,OF,FA,24,,,,,,,,,,,,,,,
Chad Spanberger,(N/A),1B,FA,29,,,,,,,,,,,,,,,
Cory Spangenberg,STL,3B,FA,33,,,,,,,,,,,,,,,
Tyler Spangler,(N/A),SS,FA,17,,,,,,,,,,,,,,,
Lamar Sparks,MIL,OF,FA,26,,,,,,,,,,,,,,,
Taylor Sparks,CIN,3B,FA,31,,,,,,,,,,,,,,,
Tommy Specht,TEX,OF,FA,20,,,,,,,,,,,,,,,
Declan Speirs,(N/A),C,FA,19,,,,,,,,,,,,,,,
Liam Spence,CHC,SS,FA,26,,,,,,,,,,,,,,,
Lucas Spence,HOU,OF,FA,22,,,,,,,,,,,,,,,
John Spikerman,PHI,OF,FA,21,,,,,,,,,,,,,,,
Ryan Spikes,TB,SS,FA,21,,,,,,,,,,,,,,,
